"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"An Open Source Distributed Virtualization for Enterprise Infrastructure using OVIRT","P. B; R. Chinnaiyan","Department of Information Science and Engg., CMR Institute of Technology, Bangalore, Karnataka, India; Department of Information Science and Engg., CMR Institute of Technology, Bangalore, Karnataka, India","2021 International Conference on Computer Communication and Informatics (ICCCI)","21 Apr 2021","2021","","","1","5","Virtualization normally suggests the formation of a virtual machine that can virtualize the total of hardware resources, including memory, stockpiling, processors, and organization availability. The necessities referenced from Goldberg and Popek, are that there are three angles to satisfy the virtualization. A proportional domain ought to be given to run a program that appeared differently in relation to a local framework. If the program shows an undeniable lead under virtualization, it may not be recognized as a virtualized situation. An ensured control of virtualized assets ought to be given by virtualization. Having unlimited oversight of assets is essential to guarantee information and assets on each virtual condition from any risks or lead impedance in sharing physical assets. Performance deterioration is normally expected by virtualization, because of the additional assignment for virtualization, anyway satisfactory execution should be accomplished with programming or equipment uphold in taking care of advantaged directions. These points of interest guarantee successful virtualization. In the going with portion, hypervisors and their sorts are clarified with the application level of virtualization. Virtualized resources are additionally introduced in CPU, memory, and I/O exchange. In this paper, we are examining how virtualization happens utilizing the Ovirt motor which incorporates virtualization, the design of virtualization innovation, Virtual Machine just as Hypervisors. Further examining the strategy of virtualization, motivations to utilize virtualization, Importance of Virtualization in conclusion talk about Pros and Cons of Virtualization. This paper shows the significance of virtualization innovation that can streamline IT tasks just as permit IT associations to react quicker to changing business requests.","2329-7190","978-1-7281-5875-4","10.1109/ICCCI50826.2021.9402547","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9402547","","Technological innovation;Virtual machine monitors;Lead;Programming;Virtual machining;Virtualization;Task analysis","business data processing;distributed processing;input-output programs;public domain software;virtual machines;virtualisation","virtual machine;virtualization innovation;open source distributed virtualization;enterprise infrastructure;OVIRT;hardware resource;I/O exchange;Hypervisors","","","","11","IEEE","21 Apr 2021","","","IEEE","IEEE Conferences"
"PatCluster: A Top-Down Log Parsing Method Based on Frequent Words","Y. Bai; Y. Chi; D. Zhao","Advanced Institute of Information Technology, Peking University, Hangzhou, China; Advanced Institute of Information Technology, Peking University, Hangzhou, China; Advanced Institute of Information Technology, Peking University, Hangzhou, China","IEEE Access","27 Jan 2023","2023","11","","8275","8282","Logs are a combination of static message type fields and dynamic variable fields, and the accuracy of log parsing affects the result of subsequent log analysis tasks. In this regard, an offline log parsing method based on frequent words is introduced: PatCluster. This method first generates root nodes by preprocessing; secondly, the frequency of words is counted, and the word with the largest frequency is extracted as the segmentation condition to refine the template generated by the root node. So on recursively, pattern nodes are formed for all elements of the nodes, and corresponding templates are generated to finally achieve the purpose of log pattern mining. The mining process of the log patterns is from coarse to fine which is based on fewer assumptions, and the pattern fitting depth can be controlled by adjusting the termination condition. In optimized algorithm model, we also consider the maximum extent of the log template matching the token in the log message. The experimental results show that this method effectively improves the log parsing quality and has higher log parsing accuracy than other methods, and is more suitable for handling logs with complex structures.","2169-3536","","10.1109/ACCESS.2023.3239012","National Natural Science Foundation of China(grant numbers:52275136); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10024775","Log parsing;offline algorithm;PatCluster;frequent words","Feature extraction;Clustering algorithms;Deep learning;Pattern matching;Frequency measurement;Task analysis;Optimization","data mining;file organisation;grammars;natural language processing;system monitoring","dynamic variable fields;frequent words;higher log parsing accuracy;largest frequency;log message;log pattern mining;log patterns;log template;offline log parsing method;PatCluster;pattern fitting depth;pattern nodes;root node;static message type fields;subsequent log analysis tasks","","","","20","CCBY","23 Jan 2023","","","IEEE","IEEE Journals"
"Fuzzy Discriminative Block Representation Learning for Image Feature Extraction","Y. Wang; Z. Li; F. Li; Y. Mi; J. Yue","Department of Computer Engineering, College of Information and Electrical Engineering, China Agricultural University, Beijing, China; Department of Computer Engineering, College of Information and Electrical Engineering, China Agricultural University, Beijing, China; Department of Computer Engineering, College of Information and Electrical Engineering, China Agricultural University, Beijing, China; Department of Data Science and Engineering, College of Information and Electrical Engineering, China Agriculture University, Beijing, China; School of Information and Electrical Engineering, Ludong University, Yantai, China","IEEE Transactions on Image Processing","1 Aug 2022","2022","31","","4994","5008","Representation learning is widely used to project high-dimensional data to low-dimensional subspace for feature extraction in image recognition tasks. However, many related methods barely explore the fuzziness and uncertainty between data classes. Besides, the classical unsupervised sparse constraint weakens the evaluation of feature importance and neglects the preservation of discriminant information during sparse representation. To solve these issues, a novel fuzzy discriminative block representation learning (FDBRL) algorithm is proposed for image feature extraction. FDBRL aims to enhance the discriminability of subspace by designing effective constraints for projection learning. Specifically, based on the label information and the fuzzy relation between data, we construct a fuzzy block weight matrix and embed it into the  ${l_{2,1}}$  norm regularization term to realize supervised sparse constraint for the representation learning. Next, the low-rank constraint is used to capture the inherent global structure information of data. Finally, we introduce a classification loss term with transformation matrix for joint optimization, such that the projection learning is not limited to number of classes, and the discriminative ability is further improved. Comprehensive experimental results on six benchmarks verify that our method achieves promising performance with other state-of-the-arts in both robustness and effectiveness.","1941-0042","","10.1109/TIP.2022.3191846","Key Research and Development Plan Project of Guangdong Province(grant numbers:2020B0202010009); National Key Research and Development Program of China(grant numbers:2020YFD0900204); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9837799","Feature extraction;sparse representation;projection learning;fuzzy block weight matrix;discriminative information preservation","Sparse matrices;Feature extraction;Task analysis;Representation learning;Optimization;Data models;Data mining","feature extraction;fuzzy set theory;image classification;image recognition;image representation;learning (artificial intelligence);matrix algebra;pattern classification","supervised sparse constraint;low-rank constraint;inherent global structure information;projection learning;discriminative ability;image feature extraction;high-dimensional data;low-dimensional subspace;image recognition tasks;uncertainty;data classes;classical unsupervised sparse constraint;feature importance;discriminant information;sparse representation;novel fuzzy discriminative block representation learning algorithm;FDBRL;effective constraints;label information;fuzzy relation;fuzzy block weight matrix;2 norm regularization term;1 norm regularization term","","","","62","IEEE","22 Jul 2022","","","IEEE","IEEE Journals"
"Sensor Use Cases in the Context of Industry 4.0","G. Sosale; J. Gebhardt","ABB Industrial Automation Measurement & Analytics, Mannheim, Germany; Automation & Grid Technologies ABB Corporate Research Center, Ladenburg, Germany","2020 2nd International Conference on Societal Automation (SA)","13 Aug 2021","2021","","","1","5","The need for monitoring of processes and equipment has been identified as a major driver for digitalization in process industries. With an ageing workforce and plant infrastructure, process plants need a means of ensuring the performance of their facilities in order to remain competitive. One approach is through more widespread and effective process and equipment monitoring to detect anomalies or identify opportunities for plant efficiency improvements. Monitoring tasks in process automation are classified as noncritical measurements that have no immediate impact on the business. Being non-critical, slow to develop and with a deferred impact, measurements for monitoring are often hard to justify. In many instances, such measurements are taken manually in a scheduled manner. Following this approach, operators have to live with the trade-off between manpower costs and the effectiveness and coverage of the checks. This approach, therefore, cannot be scaled up without dramatic cost increases. Indeed, the advent of a technology that is competitive with manpower costs would be the enabler for the more widespread use of monitoring technologies. In this paper, we present an approach to analyze cost-benefit structures that can be used to help guide the development of sensing solutions for monitoring applications. The approach is applied to the widespread and relevant example of pump aggregate monitoring. As a result, cost targets for sensor developments are identified. Relevance and some peculiarities of the use of low-cost sensing (LCS) elements are briefly discussed, as well as trends of recent product developments.","","978-1-7281-9690-9","10.1109/SA51175.2021.9507167","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9507167","sensors;monitoring;optimization;pumps;vibrations;cost-benefit analysis;digitalization;Industry 4.0","Industries;Process control;Manuals;Market research;Product development;Sensors;Proposals","computerised monitoring;cost reduction;cost-benefit analysis;industrial plants;product development;production engineering computing;production equipment;soft sensors","digitalization;sensor usage;ageing workforce;plant infrastructure;process plants;equipment monitoring;plant efficiency improvements;task monitoring;process automation;sensor developments;low-cost sensing elements;product developments;process industries;anomaly detection;cost-benefit structure analysis;LCS elements;Industry 4.0","","1","","14","IEEE","13 Aug 2021","","","IEEE","IEEE Conferences"
"A chance-constraint approach for optimizing Social Engagement-based services","M. Bierlaire; E. Fadda; L. F. Tiotsop; D. Manerba","Transport and Mobility Laboratory, Ecole Polytechnique Fédérale de Lausanne, Lausanne, Switzerland; Dept. of Mathematical Sciences, Politecnico di Torino, Torino, Italy; Dept. of Control and Computer Engineering, Politecnico di Torino, Torino, Italy; Dept. of Information Engineering, Università Degli Studi di Brescia, Brescia, Italy","2022 17th Conference on Computer Science and Intelligence Systems (FedCSIS)","10 Oct 2022","2022","","","301","304","Social Engagement is a novel business model transforming final users of a service from passive into active components. In this framework, people are contacted by a company and they are asked to perform tasks in exchange for a reward. This arises the complicated optimization problem of allocating the different types of workforce so as to minimize costs. We address this problem by explicitly modeling the behavior of contacted candidates through consolidated concepts from utility theory and proposing a chance-constrained optimization model aiming at optimally deciding which user to contact, the amount of the reward proposed, and how many employees to use in order to minimize the total expected costs of the operations. A solution approach is proposed and its computational efficiency is investigated through experiments.","","978-83-962423-9-6","10.15439/2022F235","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9909075","","Computer science;Costs;Utility theory;Computational modeling;Companies;Computational efficiency;Behavioral sciences","business data processing;minimisation;utility theory","business model;utility theory;chance-constrained optimization;cost minimization;social engagement-based services","","","","11","","10 Oct 2022","","","IEEE","IEEE Conferences"
"A Label Propagation Based Node Clustering Algorithm in Heterogeneous Information Networks","D. Liu; L. Li","Inner Mongolia Autonomous Region Engineering and Technology Research Center of Big Data Based Software Service, College of Data Science and Application, Inner Mongolia University of Technology, Inner Mongolia, Hohhot, China; Inner Mongolia Autonomous Region Engineering and Technology Research Center of Big Data Based Software Service, College of Data Science and Application, Inner Mongolia University of Technology, Inner Mongolia, Hohhot, China","IEEE Access","1 Oct 2021","2021","9","","132631","132640","With the fast development of network technology, great amount of data have been accumulated. Plenty of them are organized by using heterogeneous information networks (HIN). So mining heterogeneous information networks efficiently is very important. Node clustering is an essential part of this task. And several clustering algorithms have been proposed. As all these algorithms contain complicated optimization procedure and matrix calculation procedure, complexity of these algorithms is very high. To overcome the shortage described above, in this paper, a new clustering algorithm is proposed. In this algorithm, several parameters should be inputted. These parameters include a heterogeneous information network, meta-paths that are used and the names of target types. During the clustering procedure, a homogeneous network will be built by the proposed algorithm firstly. All the target objects of HIN are treated as nodes of this network. The instances of meta-paths are edges. After the homogeneous network is constructed, label propagation procedure can be performed. Then the clustering result will be obtained. Obviously, by using the proposed algorithm to perform clustering, the complex optimization procedure and matrix calculation procedure are eliminated. As the convergence rate of label propagation procedure is fast, the proposed algorithm is very efficient. Besides, we can find that label propagation procedure can be executed in parallel. Thus, the proposed algorithm is easy to be parallelized. In this situation, it is fit for processing large scale HIN based on server cluster. From experimental results, we can find that the proposed algorithm running faster than all the other algorithms for comparison.","2169-3536","","10.1109/ACCESS.2021.3115605","Inner Mongolia University of Technology Research Fund Key Project(grant numbers:ZZ201908); Inner Mongolia Key Technological Development Program(grant numbers:2019ZD015); Key Scientific and Technological Research Program of Inner Mongolia Autonomous Region(grant numbers:2019GG273); Inner Mongolia University of Technology Research Project Doctoral Fund(grant numbers:BS2020040); National Natural Science Foundation of China(grant numbers:62062054); Natural Science Foundation of Inner Mongolia Autonomous Doctoral Fund(grant numbers:2020BS06007); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9548102","Heterogeneous information networks;clustering;community detection;label propagation;graph mining","Clustering algorithms;Prediction algorithms;Optimization;Task analysis;Servers;Microbiology;Medical services","data mining;information networks;matrix algebra;optimisation;pattern clustering","heterogeneous information network;matrix calculation procedure;clustering procedure;homogeneous network;label propagation procedure;complex optimization procedure;node clustering algorithm;network technology","","","","31","CCBYNCND","24 Sep 2021","","","IEEE","IEEE Journals"
"A Proposed Model for Cheque Truncation System","S. Badotra; R. Jayavadivel; P. Kumar; U. S. S. V. Prakash; N. Gupta; A. K. Dhaiya","Department of Computer Science and Engineering, Lovely Professional University, Phagwara, Punjab, India; Department of Computer Science and Engineering, Lovely Professional University, Phagwara, Punjab, India; Department of Computer Science and Engineering, Jaypee University, Solan, India; Department of Computer Science and Engineering, Lovely Professional University, Phagwara, Punjab, India; AIIT, Amity University, Noida, India; Department of Computer Science and Engineering, DIT, Dehradun University, India","2021 9th International Conference on Reliability, Infocom Technologies and Optimization (Trends and Future Directions) (ICRITO)","15 Nov 2021","2021","","","1","6","The Cheque Truncation Technology (CTS) is an image-based cheque clearing system that speeds up the process of clearing checks. To amend cheque data, the bank's cheque process necessitates a significant amount of manual hours and labour. Our planned system can alter the task with machine learning. Reducing man-hours on heavy task of cheque conversion and building cheap system for it. Experimental results demonstrate that the planned methodology with success provides high degree of accuracy to produce general understanding of downside. Cheque Truncation System solves the current problems that are being faced in banking institutions and brings ease to the whole activity of cheque technique & clearing and offers numerous edges to banks like time and price savings, value effectiveness, in conjunction with human resource rationalization, business technique re-engineering and exaggerated shopper service. Cheque Truncation may well be a safer system than this exchange of physical documents throughout that the cheque moves from one place to a different, thus, not solely making delays however together inconvenience to the customer just merely simply just in case the instrument is lost in transit or manipulated throughout the clearing cycle.","","978-1-6654-1703-7","10.1109/ICRITO51393.2021.9596345","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9596345","Machine Learning;neural networks;YOLO;CNN;Character Segmentation;algorithms;Watermark;Cheque;Image detection","Visualization;Text recognition;Instruments;Manuals;Machine learning;Market research;Reliability","cheque processing;image watermarking","cheque truncation system;image-based cheque clearing system;clearing checks;cheque data;labour;cheque conversion;safer system;physical documents;business technique re-engineering;human resource rationalization;machine learning","","","","23","IEEE","15 Nov 2021","","","IEEE","IEEE Conferences"
"Cost-Efficient Heterogeneous Worker Recruitment under Coverage Requirement in Spatial Crowdsourcing","N. Wang; J. Wu","Department of Computer and Information Sciences, Temple University, Philadelphia, PA, USA; Department of Computer and Information Sciences, Temple University, Philadelphia, PA, USA","IEEE Transactions on Big Data","28 May 2021","2021","7","2","407","420","With the progress of mobile devices and the successful forms of using the wisdom of crowds, spatial crowdsourcing has attracted much attention from the research community. The idea of spatial crowdsourcing is recruiting a set of available crowds to finish the spatial tasks located in crowdsourcing locations, e.g., landmarks, by using their handheld devices. This paper addresses the worker recruitment problem in spatial crowdsourcing under the coverage and workload-balancing requirements. The coverage constraint means that any crowdsourcing location should be visited by at least one of the recruited workers to satisfy the Quality-of-Service requirement, e.g., traffic monitoring or climate forecast. In addition, we argue that each crowdsourcing operation has a cost in reality, e.g., data traffic or energy consumption and the resource may be limited at each crowdsourcing location. The objective of this paper is to solve a Coverage and Balanced Crowdsourcing Recruiting (CBCR) problem, which ensures the coverage requirement and minimizes the maximum crowdsourcing cost for any crowdsourcing location. We prove that the CBCR problem is NP-hard in the general case. Then, we discuss the CBCR problem in the 1-D scenario. In the 1-D scenario, we first propose a directionally coverage scheme and further extend it to a Polynomial-Time Approximation Scheme (PTAS) to trade-off the computation complexity and the performance. The performance can be bounded to 2 + ε, where ε can be an arbitrary small value. Then, we found that there exists a sub-optimal structure, and thus the dynamic programming approach is proposed to find the optimal solution in the 1-D scenario. In the general 2-D scenario, we first prove that it has a sub-modular property and thus the naive greedy algorithm has an approximation ratio of ln n + 1. In addition, we propose a randomized rounding algorithm with an expectation bound of O(logn / log logn). Extensive experiments on realistic traces demonstrate the effectiveness of the proposed algorithms.","2332-7790","","10.1109/TBDATA.2018.2865755","National Science Foundation(grant numbers:CNS 1757533,CNS 1629746,CNS 1564128,CNS 1449860,CNS 1461932,CNS 1460971,IIP 1439672); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8438972","Mobile edge computing;spatial crowdsourcing;task allocation;mobile networks","Crowdsourcing;Task analysis;Trajectory;Sensors;Big Data;Wireless sensor networks;Recruitment","approximation theory;business data processing;computational complexity;crowdsourcing;dynamic programming;greedy algorithms;mobile computing;recruitment","coverage requirement;spatial crowdsourcing;spatial tasks;workload-balancing requirements;crowdsourcing location;recruited workers;crowdsourcing operation;crowdsourcing cost;CBCR problem;heterogeneous worker recruitment;Coverage and Balanced Crowdsourcing Recruiting;Quality-of-Service requirement;mobile devices;polynomial-time approximation scheme;dynamic programming;randomized rounding algorithm","","14","","41","IEEE","17 Aug 2018","","","IEEE","IEEE Journals"
"Hybrid Feature Selection Based on Principal Component Analysis and Grey Wolf Optimizer Algorithm for Arabic News Article Classification","O. A. Alomari; A. Elnagar; I. Afyouni; I. Shahin; A. B. Nassif; I. A. Hashem; M. Tubishat","MLALP Research Group, University of Sharjah, Sharjah, United Arab Emirates; Department of Computer Science, University of Sharjah, Sharjah, United Arab Emirates; Department of Computer Science, University of Sharjah, Sharjah, United Arab Emirates; Department of Electrical Engineering, University of Sharjah, Sharjah, United Arab Emirates; Department of Computer Engineering, University of Sharjah, Sharjah, United Arab Emirates; Department of Computer Science, University of Sharjah, Sharjah, United Arab Emirates; College of Technological Innovation, Zayed University, Abu Dhabi, United Arab Emirates","IEEE Access","24 Nov 2022","2022","10","","121816","121830","The rapid growth of electronic documents has resulted from the expansion and development of internet technologies. Text-documents classification is a key task in natural language processing that converts unstructured data into structured form and then extract knowledge from it. This conversion generates a high dimensional data that needs further analysis using data mining techniques like feature extraction, feature selection, and classification to derive meaningful insights from the data. Feature selection is a technique used for reducing dimensionality in order to prune the feature space and, as a result, lowering the computational cost and enhancing classification accuracy. This work presents a hybrid filter-wrapper method based on Principal Component Analysis (PCA) as a filter approach to select an appropriate and informative subset of features and Grey Wolf Optimizer (GWO) as wrapper approach (PCA-GWO) to select further informative features. Logistic Regression (LR) is used as an elevator to test the classification accuracy of candidate feature subsets produced by GWO. Three Arabic datasets, namely Alkhaleej, Akhbarona, and Arabiya, are used to assess the efficiency of the proposed method. The experimental results confirm that the proposed method based on PCA-GWO outperforms the baseline classifiers with/without feature selection and other feature selection approaches in terms of classification accuracy.","2169-3536","","10.1109/ACCESS.2022.3222516","UoS(grant numbers:2102150206); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9953074","Arabic text classification;feature selection;grey wolf optimizer;principal component analysis;logistic regression","Feature extraction;Text categorization;Support vector machines;Principal component analysis;Task analysis;Logistics;Data mining;Water resources","data mining;feature extraction;natural language processing;optimisation;pattern classification;principal component analysis;regression analysis;text analysis","Arabic news article classification;candidate feature subsets;computational cost;electronic documents;enhancing classification accuracy;feature extraction;feature space;Grey Wolf Optimizer algorithm;high dimensional data;hybrid feature selection;hybrid filter-wrapper method;informative features;natural language processing;PCA-GWO;Principal Component Analysis;selection approaches;text-documents classification;unstructured data","","","","89","CCBY","16 Nov 2022","","","IEEE","IEEE Journals"
"Efficient FFT Computation in IFDMA Transceivers","Y. Du; S. C. Liew; Y. Shao","Department of Information Engineering, The Chinese University of Hong Kong, New Territories, Hong Kong Special Administrative Region, China; Department of Information Engineering, The Chinese University of Hong Kong, New Territories, Hong Kong Special Administrative Region, China; Department of Engineering, University of Exeter, Exeter, U.K.","IEEE Transactions on Wireless Communications","","2023","PP","99","1","1","Interleaved Frequency Division Multiple Access (IFDMA) has the salient advantage of lower Peak-to-Average Power Ratio (PAPR) than its competitors like Orthogonal FDMA (OFDMA). A recent research effort of ours put forth a new IFDMA transceiver design significantly less complex than conventional IFDMA transceivers. The new IFDMA transceiver design reduces the complexity by exploiting a certain correspondence between the IFDMA signal processing and the Cooley-Tukey IFFT/FFT algorithmic structure so that IFDMA streams can be inserted/extracted at different stages of an IFFT/FFT module according to the sizes of the streams. Although our prior work has laid down the theoretical foundation for the new IFDMA transceiver’s structure, the practical realization of the transceiver on specific hardware with resource constraints has not been carefully investigated. This paper is an attempt to fill the gap. Specifically, this paper puts forth a heuristic algorithm called multi-priority scheduling (MPS) to schedule the execution of the butterfly computations in the IFDMA transceiver with the constraint of a limited number of hardware processors. The resulting FFT computation, referred to as MPS-FFT, has a much lower computation time than conventional FFT computation when applied to the IFDMA signal processing. Importantly, we derive a lower bound for the optimal IFDMA FFT computation time to benchmark MPS-FFT. Our experimental results indicate that when the number of hardware processors is a power of two: 1) MPS-FFT has near-optimal computation time; 2) MPS-FFT incurs less than 44.13% of the computation time of the conventional pipelined FFT.","1558-2248","","10.1109/TWC.2023.3244553","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10049776","IFDMA;FFT;precedence graph;task scheduling","Task analysis;Program processors;Transceivers;Hardware;Schedules;Data mining;Wireless communication","","","","","","","IEEE","22 Feb 2023","","","IEEE","IEEE Early Access Articles"
"Efficient Distributed Approaches to Core Maintenance on Large Dynamic Graphs","T. Weng; X. Zhou; K. Li; P. Peng; K. Li","College of Computer Science and Electronic Engineering, Hunan University, Hunan, China; College of Computer Science and Electronic Engineering, Hunan University, Hunan, China; College of Computer Science and Electronic Engineering, Hunan University, Hunan, China; College of Computer Science and Electronic Engineering, Hunan University, Hunan, China; College of Computer Science and Electronic Engineering, Hunan University, Hunan, China","IEEE Transactions on Parallel and Distributed Systems","5 Jul 2021","2022","33","1","129","143","As a fundamental problem in graph analysis, core decomposition aims to compute the core numbers of vertices in a given graph. It is a powerful tool for mining important graph structures. For dynamic graphs with real-time updates of vertices/edges, core maintenance has been utilized to update the core numbers of vertices. The previous approaches to core maintenance face challenges in terms of storage and efficiency. In this article, we investigate distributed approaches to core maintenance on a pregel-like system, which is a famous graph computing system. We first design a core decomposition algorithm to obtain core numbers of vertices in a given graph. Based on it, a distributed batch-stream combined algorithm (DBCA) is devised to efficiently maintain the core numbers when vertex/edge updates happen. In particular, we introduce a new task assignment strategy to DBCA based on diversity of the edge-cores of updated edges. To ensure that DBCA can accurately process core maintenance, we develop a message interaction protocol to resolve the problem of crosstalk among different tasks. Comprehensive experiments have been conducted on real/synthetic graphs, more specifically, in two typical distributed environments built on Supercomputing Center and Alibaba Cloud. The experiment results demonstrate that our proposed algorithms are efficient and scalable.","1558-2183","","10.1109/TPDS.2021.3090759","National Key Research and Development Program of China(grant numbers:2018YFB0204302); National Natural Science Foundation of China(grant numbers:61772182); Key Area Research Program of Hunan(grant numbers:2019GK2091); Zhejiang Laboratory(grant numbers:2021KD0AB02); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9462402","Core decomposition;core maintenance;distributed system;dynamic graphs","Task analysis;Maintenance engineering;Heuristic algorithms;Crosstalk;Synchronization;Protocols;Distributed algorithms","data analysis;data mining;distributed processing;graph theory","distributed approach;graph analysis;graph computing system;core decomposition algorithm;distributed batch-stream combined algorithm;graph structure mining;task assignment strategy;Supercomputing Center;Alibaba Cloud","","11","","39","IEEE","22 Jun 2021","","","IEEE","IEEE Journals"
"E-Government Maturity Assessment Using COBIT5 Framework in APO Domain","D. Y. Hutapea; R. P. Brahmantara; D. I. Sensuse","Faculty of Computer Science, Universitas Indonesia, Jakarta, Indonesia; Faculty of Computer Science, Universitas Indonesia, Jakarta, Indonesia; Faculty of Computer Science, Universitas Indonesia, Jakarta, Indonesia","2021 International Conference on Computer Science, Information Technology, and Electrical Engineering (ICOMITEE)","24 Dec 2021","2021","","","86","91","Public service implementers must be able to balance technological progress with the demands in improving the quality of public services. In supporting public service, organizations must be able to optimize the transformation of communication and information technology in e-government. This organization is a non-ministerial government institution that has one of the main tasks of carrying out public services to users. Purpose of the assessment is to ensure consistency in the achievement solutions and services as a quality of requirement for the organization to fulfil stakeholder needs. The evaluation is using cobit5 in the Align, Plan and Organize domain (APO11) concerning quality management where it focuses on identifying the best way in IT that can contribute to the achievement of an organization business goals. This research is using the COBIT5 self-assessment method to produce manage quality level for the implementation of e-government in organization. Result of the study shows the organization is at level 3, namely Established with an average value of 82.6%, which means the public service process in e-government in organization has planning, monitoring, and also defined process to achieve organization goals.","","978-1-6654-0147-0","10.1109/ICOMITEE53461.2021.9650205","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9650205","Assessment;e-Government;COBIT5;APO11","Standards organizations;Process control;Organizations;Planning;Information and communication technology;Stakeholders;Task analysis","government data processing;information technology;organisational aspects;public administration;quality management;social aspects of automation;team working","nonministerial government institution;achievement solutions;APO11;organization business goals;COBIT5 self-assessment method;quality level;public service process;organization goals;e-government maturity assessment;COBIT5 framework;public service implementers;technological progress;organizations;information technology","","1","","22","IEEE","24 Dec 2021","","","IEEE","IEEE Conferences"
"Classification of Tourism-Related Topics in Phuket: A Case Study","T. Jaitrong; A. Nanthaamornphong","College of Digital Science, Prince of Songkla University, Songkla, Thailand; College of Computing, Prince of Songkla University Phuket Campus, Phuket, Thailand","2022 Joint International Conference on Digital Arts, Media and Technology with ECTI Northern Section Conference on Electrical, Electronics, Computer and Telecommunications Engineering (ECTI DAMT & NCON)","4 Mar 2022","2022","","","218","222","The tourism industry has continued to play an important role in the Thai economy. It is an industry that brings foreign currency to spend in the country's economy, causing employment, driving the country's economy. But with the advent of the digital era, travelers' behavior has changed by using digital technology as a tool to find information about attractions, places to stay, and traveler preferences. So, if those who operate tourism businesses and government agencies that govern tourism-related policies can understand what social media is talking about. It will be very useful in clarifying, understanding, developing, improving, as well as looking for opportunities for the tourism business in the future, but social media data is large unstructured data and difficult to manipulate by humans. Therefore, our idea was to study the classification of tourism opinion topics using the Latent Dirichlet Allocation (LDA) technique and to develop a digital platform for displaying the classification and trends of tourism opinion topics. Phuket is suitable as a case study because Phuket is one of the country's top tourism income earners, thus being regarded as an important area in Thailand's tourism industry. The aim of this study is to develop a digital platform, which will enable stakeholders to understand the underlying issues and interests of the online community and show trends in opinion issues from the past to the present that can be used to develop, improve, and seek new opportunities in tourism. It can be a resource for other researchers to use in further research.","2768-4644","978-1-6654-9510-3","10.1109/ECTIDAMTNCON53731.2022.9720391","Ministry of Higher Education, Science, Research and Innovation, Thailand(grant numbers:2046735); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9720391","Tourism;Phuket;social media;Latent Dirichlet Allocation;LDA","Social networking (online);Tourism industry;Government;Employment;Market research;Stakeholders;Resource management","natural language processing;social networking (online);travel industry","digital technology;traveler preferences;tourism business;tourism-related policies;social media data;tourism opinion topics;Latent Dirichlet Allocation technique;digital platform;Phuket;Thailand tourism industry;tourism-related topics classification;latent Dirichlet allocation technique;LDA","","","","19","IEEE","4 Mar 2022","","","IEEE","IEEE Conferences"
"Design and Implementation of Tourism Big Data Analysis Platform","X. Liu; X. Chen","Guangdong Business and Technology University, Zhaoqing, Guangdong, China; Guangdong Business and Technology University, Zhaoqing, Guangdong, China","2021 Second International Conference on Electronics and Sustainable Communication Systems (ICESC)","23 Sep 2021","2021","","","1992","1995","Since the advent of the Internet, the main parts of tourism information processing and transaction are processed by electronic means. Therefore, on the Internet, there will be many electronic traces of tourists related to tourism, including tourism decision-making, tourism process and tourism feedback. In recent years, many scholars in China have carried out some theoretical studies on the suitability of national park recreation and ecotourism, recreation planning and recreation management mechanism. However, the literature on the concept, classification and structural elements of recreation space is still insufficient. The traditional way of data collection and collation is far from meeting the requirements of big data. The urgent task is to upgrade and optimize the existing system and database.","","978-1-6654-2867-5","10.1109/ICESC51422.2021.9532708","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9532708","Bayesian Networks;Big Data;Data Analytics;Tourism","Ethics;Decision making;Information processing;Big Data;Particle measurements;Time measurement;Internet","Big Data;data analysis;travel industry","electronic means;tourism decision-making;tourism process;tourism feedback;national park recreation;ecotourism;recreation planning;recreation management mechanism;structural elements;recreation space;data collection;data collation;tourism big data analysis platform;tourism information processing","","","","24","IEEE","23 Sep 2021","","","IEEE","IEEE Conferences"
